label,count,parent,id
rebecca,1,how/did,how/did/rebecca
tamil,3,in/which,in/which/tamil
post,1,what,what/post
did,1,what/post,what/post/did
hey,1,who/performed,who/performed/hey
was,2,what/shows,what/shows/was
asteroids,1,which/three,which/three/asteroids
houses,3,how/many,how/many/houses
ellie,1,what/is,what/is/ellie
veronica,1,what/are,what/are/veronica
yuzhny,1,is,is/yuzhny
island,1,is/yuzhny,is/yuzhny/island
gleniffer,1,how/did,how/did/gleniffer
examples,1,what/are,what/are/examples
movies,7,how/many,how/many/movies
and,3,what/movie,what/movie/and
teams,3,which/three,which/three/teams
kilometers,1,which,which/kilometers
is,1,which/kilometers,which/kilometers/is
game,1,in/which,in/which/game
armida,1,who/sang,who/sang/armida
destruction,1,how/much,how/much/destruction
represented,6,who,who/represented
the,3,who/represented,who/represented/the
cinema,1,what,what/cinema
roles,1,what/cinema,what/cinema/roles
clockwise,1,are/the,are/the/clockwise
competitor,1,what,what/competitor
with,1,what/competitor,what/competitor/with
route,4,what,what/route
does,1,what/route,what/route/does
dymock,1,how/did,how/did/dymock
shows,6,what/tv,what/tv/shows
2009,2,in/which,in/which/2009
appeared,1,who/has,who/has/appeared
sort,1,what,what/sort
of,1,what/sort,what/sort/of
films,1,which/2005,which/2005/films
three,17,what,what/three
release,1,what/three,what/three/release
were,1,what/engines,what/engines/were
valve,1,what,what/valve
gears,1,what/valve,what/valve/gears
california,1,what,what/california
us,1,what/california,what/california/us
ages,1,is,is/ages
15,1,is/ages,is/ages/15
richard,1,when/did,when/did/richard
each,1,how/did,how/did/each
added,1,what/fleet,what/fleet/added
led,1,which/coach,which/coach/led
at,2,in/what,in/what/at
bike,1,how/many,how/many/bike
naming,1,what,what/naming
protocol,1,what/naming,what/naming/protocol
tarquinio,1,how/did,how/did/tarquinio
jonathan,1,who/did,who/did/jonathan
small,1,which/two,which/two/small
nj,1,does,does/nj
transit,1,does/nj,does/nj/transit
apart,1,which/films,which/films/apart
growth,1,how/much,how/much/growth
nearly,1,which/party,which/party/nearly
productive,3,how,how/productive
was,2,how/productive,how/productive/was
for,1,who/shot,who/shot/for
rifle,1,in/which,in/which/rifle
projects,1,what/main,what/main/projects
amit,1,how/did,how/did/amit
second,5,who/finished,who/finished/second
may,1,who,who/may
have,1,who/may,who/may/have
the,1,who/landed,who/landed/the
sank,1,what,what/sank
the,1,what/sank,what/sank/the
walt,1,what/were,what/were/walt
steel,1,did,did/steel
play,1,did/steel,did/steel/play
leased,1,who,who/leased
the,1,who/leased,who/leased/the
has,1,what/movies,what/movies/has
qualified,2,who,who/qualified
to,1,who/qualified,who/qualified/to
colin,1,where/did,where/did/colin
generations,2,how/many,how/many/generations
mrs,1,who/played,who/played/mrs
tye,1,what/were,what/were/tye
know,1,is,is/know
for,1,is/know,is/know/for
reoccurring,2,what,what/reoccurring
role,2,what/reoccurring,what/reoccurring/role
oakland,1,when/the,when/the/oakland
composers,1,what,what/composers
has,1,what/composers,what/composers/has
last,1,who/finished,who/finished/last
games,1,which/video,which/video/games
periods,2,what,what/periods
of,2,what/periods,what/periods/of
projects,1,what,what/projects
was,1,what/projects,what/projects/was
lead,1,what,what/lead
role,1,what/lead,what/lead/role
nominated,1,who,who/nominated
huntington,1,who/nominated,who/nominated/huntington
anshai,1,who/was,who/was/anshai
wass,1,what,what/wass
adelaide,1,what/wass,what/wass/adelaide
film,23,in/what,in/what/film
rifle,1,what,what/rifle
had,1,what/rifle,what/rifle/had
some,1,who/are,who/are/some
marco,1,how/did,how/did/marco
categories,7,what,what/categories
was,5,what/categories,what/categories/was
takeru,1,when/did,when/did/takeru
followed,1,what/album,what/album/followed
ziynet,1,how/did,how/did/ziynet
and,3,what/movies,what/movies/and
mile,1,how/many,how/many/mile
to,1,who/lost,who/lost/to
time,1,what/record,what/record/time
awarded,1,how/well,how/well/awarded
sam,1,what/was,what/was/sam
dan,2,how/did,how/did/dan
two,2,in/what,in/what/two
emel,1,how/did,how/did/emel
the,1,who/ran,who/ran/the
breakthrough,1,what/was,what/was/breakthrough
sri,1,what,what/sri
lankan,1,what/sri,what/sri/lankan
oklahoma,2,who/won,who/won/oklahoma
appeared,2,what/player,what/player/appeared
ford,1,which,which/ford
vehicle,1,which/ford,which/ford/vehicle
defeated,15,who,who/defeated
indian,3,who/defeated,who/defeated/indian
repiten,1,where/did,where/did/repiten
was,3,how/well,how/well/was
ale,1,who/was,who/was/ale
clients,1,which,which/clients
use,1,which/clients,which/clients/use
duchess,1,what,what/duchess
of,1,what/duchess,what/duchess/of
known,1,who/is,who/is/known
childrens,1,which/year,which/year/childrens
released,3,what/label,what/label/released
in,7,how/long,how/long/in
vasiliy,1,how/has,how/has/vasiliy
was,1,what/model,what/model/was
by,5,which/album,which/album/by
in,1,how/productive,how/productive/in
shows,4,in/what,in/what/shows
ej,1,how/did,how/did/ej
emmanuel,1,how/did,how/did/emmanuel
and,2,what/albums,what/albums/and
joseph,2,how/did,how/did/joseph
allie,1,how/did,how/did/allie
film,1,which/tv,which/tv/film
fos,1,when/did,when/did/fos
shravya,1,how/did,how/did/shravya
choukri,1,how/did,how/did/choukri
yoshitake,1,where/did,where/did/yoshitake
pole,1,who/took,who/took/pole
does,1,what/aircraft,what/aircraft/does
times,1,what,what/times
did,1,what/times,what/times/did
simen,1,where/did,where/did/simen
aloysius,1,how/did,how/did/aloysius
pegleg,1,who/played,who/played/pegleg
station,1,which/subway,which/subway/station
does,1,which/tracks,which/tracks/does
ruth,1,how/did,how/did/ruth
nina,1,who/did,who/did/nina
did,10,what/movie,what/movie/did
kentucky,1,what,what/kentucky
routes,1,what/kentucky,what/kentucky/routes
fourth,2,who/placed,who/placed/fourth
simpemba,1,where/did,where/did/simpemba
format,1,in/what,in/what/format
mutaz,1,how/did,how/did/mutaz
john,4,how/did,how/did/john
characters,7,what,what/characters
did,5,what/characters,what/characters/did
cole,2,where/did,where/did/cole
sahara,1,how/did,how/did/sahara
receive,1,did/they,did/they/receive
awards,6,what/two,what/two/awards
portillo,1,what/did,what/did/portillo
hosted,3,what/country,what/country/hosted
peters,1,how/did,how/did/peters
okon,1,where/did,where/did/okon
transit,1,what,what/transit
does,1,what/transit,what/transit/does
does,1,what/version,what/version/does
hoff,1,where/did,where/did/hoff
hindi,1,in/what,in/what/hindi
out,1,who/beat,who/beat/out
the,3,what/do,what/do/the
high,1,when/was,when/was/high
sign,1,did/he,did/he/sign
merrells,1,where/did,where/did/merrells
marathon,4,what,what/marathon
did,3,what/marathon,what/marathon/did
arnjolt,1,how/did,how/did/arnjolt
joe,1,when/did,when/did/joe
democrat,1,how/did,how/did/democrat
henry,1,who/did,who/did/henry
iowa,1,did,did/iowa
get,1,did/iowa,did/iowa/get
cc,1,how/many,how/many/cc
brought,1,what/role,what/role/brought
edgardo,1,how/did,how/did/edgardo
competitors,5,how/many,how/many/competitors
azusa,1,when/was,when/was/azusa
competition,6,in/what,in/what/competition
did,2,which/movies,which/movies/did
portrayed,1,who/was,who/was/portrayed
and,6,who,who/and
what,2,who/and,who/and/what
majority,4,by/what,by/what/majority
are,1,what/models,what/models/are
bonnie,1,who/played,who/played/bonnie
viola,1,how/did,how/did/viola
two,1,who/received,who/received/two
opened,1,which/races,which/races/opened
roni,1,where/did,where/did/roni
fan,1,what/turbo,what/turbo/fan
jang,1,what/was,what/was/jang
ranomi,1,how/did,how/did/ranomi
club,3,in/what,in/what/club
micah,1,how/did,how/did/micah
a,2,who/received,who/received/a
do,1,what/records,what/records/do
did,3,which/award,which/award/did
alex,1,where/did,where/did/alex
mccrae,1,how/did,how/did/mccrae
new,4,what,what/new
member,1,what/new,what/new/member
gained,1,what/single,what/single/gained
in,1,which/movies,which/movies/in
premier,8,which,which/premier
league,4,which/premier,which/premier/league
were,1,what/nominations,what/nominations/were
clarence,1,how/did,how/did/clarence
more,13,is/very,is/very/more
park,1,how/has,how/has/park
roberto,1,how/did,how/did/roberto
portrayed,4,who,who/portrayed
abi,1,who/portrayed,who/portrayed/abi
ale,1,how/many,how/many/ale
planets,1,how/many,how/many/planets
oude,1,how/did,how/did/oude
lui,1,what/was,what/was/lui
states,1,which/two,which/two/states
barne,1,what/was,what/was/barne
alice,1,who/played,who/played/alice
2016,3,in/which,in/which/2016
dave,3,what/was,what/was/dave
loss,1,what/weight,what/weight/loss
20ten,1,when/was,when/was/20ten
season,2,when/did,when/did/season
simon,1,how/did,how/did/simon
deji,1,how/did,how/did/deji
tanzania,1,which,which/tanzania
music,1,which/tanzania,which/tanzania/music
electoral,1,how/many,how/many/electoral
did,11,what/teams,what/teams/did
morten,1,how/did,how/did/morten
exo,1,who/wrote,who/wrote/exo
achievement,1,what,what/achievement
medals,1,what/achievement,what/achievement/medals
dat,1,who,who/dat
boy,1,who/dat,who/dat/boy
f91,1,how/did,how/did/f91
naoto,1,where/did,where/did/naoto
parish,7,what,what/parish
is,2,what/parish,what/parish/is
prize,2,what,what/prize
money,1,what/prize,what/prize/money
medal,11,which,which/medal
did,11,which/medal,which/medal/did
watts,1,how/did,how/did/watts
gemili,1,what/was,what/was/gemili
lev,1,how/did,how/did/lev
zewde,1,how/did,how/did/zewde
developed,2,who,who/developed
the,2,who/developed,who/developed/the
did,7,which/character,which/character/did
and,14,what/club,what/club/and
releases,1,which/three,which/three/releases
actively,1,how,how/actively
did,1,how/actively,how/actively/did
dominated,1,who,who/dominated
the,1,who/dominated,who/dominated/the
asian,2,how/many,how/many/asian
of,2,what/works,what/works/of
sam,1,when/did,when/did/sam
channel,11,what,what/channel
was,3,what/channel,what/channel/was
tommy,1,how/did,how/did/tommy
did,1,which/discipline,which/discipline/did
topped,1,who,who/topped
the,1,who/topped,who/topped/the
house,1,which,which/house
name,1,which/house,which/house/name
team,1,what/international,what/international/team
stage,1,in/which,in/which/stage
dane,1,how/did,how/did/dane
visualízate,1,how/did,how/did/visualízate
seen,1,who/was,who/was/seen
lines,1,which/two,which/two/lines
2013,1,in/which,in/which/2013
work,5,which,which/work
did,3,which/work,which/work/did
chakir,1,how/did,how/did/chakir
metz,1,how/did,how/did/metz
josé,1,what/was,what/was/josé
hristo,1,did,did/hristo
yanev,1,did/hristo,did/hristo/yanev
terry,1,who/defeated,who/defeated/terry
isotopes,1,which/two,which/two/isotopes
awards,5,which/two,which/two/awards
church,1,is/the,is/the/church
collaborated,1,who,who/collaborated
with,1,who/collaborated,who/collaborated/with
teams,8,which/two,which/two/teams
giuseppe,1,who/did,who/did/giuseppe
noblezada,1,how/did,how/did/noblezada
asafa,1,how/did,how/did/asafa
bobley,1,how/did,how/did/bobley
team,2,which/international,which/international/team
vera,2,how/did,how/did/vera
hostin,1,how/did,how/did/hostin
albert,1,what/was,what/was/albert
other,43,what,what/other
duplex,1,what/other,what/other/duplex
medal,10,what,what/medal
did,7,what/medal,what/medal/did
graham,1,how/did,how/did/graham
support,1,how/much,how/much/support
daniel,1,where/did,where/did/daniel
tim,1,what/has,what/has/tim
feist,1,how/did,how/did/feist
leagues,4,how/many,how/many/leagues
mohammed,1,how/did,how/did/mohammed
irawan,1,how/did,how/did/irawan
jack,1,how/did,how/did/jack
was,7,what/album,what/album/was
cissé,1,where/did,where/did/cissé
did,2,what/performance,what/performance/did
willie,1,how/did,how/did/willie
actor,4,which,which/actor
received,1,which/actor,which/actor/received
prince,1,when/did,when/did/prince
sport,5,in/what,in/what/sport
had,1,what/candidate,what/candidate/had
nostalgia,1,who/released,who/released/nostalgia
japan,4,which,which/japan
football,4,which/japan,which/japan/football
telugu,1,in/which,in/which/telugu
were,1,which/party,which/party/were
may,1,by/how,by/how/may
2019,2,in/which,in/which/2019
davies,1,how/did,how/did/davies
6th,1,who/finished,who/finished/6th
emerged,1,which/party,which/party/emerged
each,1,what/were,what/were/each
category,2,what/other,what/other/category
best,3,who/won,who/won/best
century,2,which,which/century
does,1,which/century,which/century/does
did,4,which/show,which/show/did
jo,1,did,did/jo
pavey,1,did/jo,did/jo/pavey
ariel,1,how/did,how/did/ariel
tony,1,how/did,how/did/tony
angela,1,how/did,how/did/angela
musicalische,1,who/composed,who/composed/musicalische
debbie,1,how/did,how/did/debbie
platform,2,which,which/platform
was,2,which/platform,which/platform/was
exit,1,what,what/exit
is,1,what/exit,what/exit/is
appointed,1,who/was,who/was/appointed
competed,6,who,who/competed
at,3,who/competed,who/competed/at
hall,1,what,what/hall
is,1,what/hall,what/hall/is
zee,1,in/which,in/which/zee
isotopes,1,how/many,how/many/isotopes
were,3,what/awards,what/awards/were
jeff,2,what/was,what/was/jeff
stéphane,1,where/did,where/did/stéphane
pan,1,who/did,who/did/pan
show,2,what/award,what/award/show
2015,2,in/which,in/which/2015
jessica,1,how/did,how/did/jessica
rory,1,is,is/rory
from,1,is/rory,is/rory/from
west,1,who/did,who/did/west
s,4,what/year,what/year/s
was,1,who/was,who/was/was
single,2,how/many,how/many/single
musical,2,which,which/musical
act,2,which/musical,which/musical/act
supreme,1,which,which/supreme
court,1,which/supreme,which/supreme/court
2018,1,in/which,in/which/2018
sir,1,who/played,who/played/sir
ivy,1,what/was,what/was/ivy
britt,1,how/was,how/was/britt
he,1,how,how/he
won,1,how/he,how/he/won
ricki,1,how/did,how/did/ricki
songs,1,which/two,which/two/songs
anna,2,how/did,how/did/anna
did,1,what/schools,what/schools/did
safely,1,which/party,which/party/safely
is,2,which/district,which/district/is
neely,1,how/did,how/did/neely
fischer,1,how/does,how/does/fischer
films,5,how/many,how/many/films
people,1,how,how/people
are,1,how/people,how/people/are
was,1,which/award,which/award/was
overweight,1,what/did,what/did/overweight
richard,1,what/was,what/was/richard
voted,1,how/many,how/many/voted
dye,1,where/did,where/did/dye
malayalam,1,in/which,in/which/malayalam
was,4,which/party,which/party/was
will,1,what,what/will
be,1,what/will,what/will/be
player,1,which/football,which/football/player
54,1,who/won,who/won/54
second,1,in/which,in/which/second
events,2,in/which,in/which/events
first,4,who/finished,who/finished/first
amy,1,how/did,how/did/amy
brandon,1,who/is,who/is/brandon
credit,1,what,what/credit
did,1,what/credit,what/credit/did
recognition,8,what,what/recognition
was,2,what/recognition,what/recognition/was
the,2,who/from,who/from/the
warm,1,when/was,when/was/warm
glc,1,how/did,how/did/glc
darvis,1,what/was,what/was/darvis
won,1,which/play,which/play/won
ravi,1,when/did,when/did/ravi
kenta,1,when/did,when/did/kenta
month,1,in/which,in/which/month
ceremony,1,what,what/ceremony
did,1,what/ceremony,what/ceremony/did
ailson,1,how/did,how/did/ailson
labels,1,what,what/labels
was,1,what/labels,what/labels/was
competitions,10,what,what/competitions
did,9,what/competitions,what/competitions/did
lucian,1,what/did,what/did/lucian
florida,1,who/won,who/won/florida
league,5,in/what,in/what/league
nicklaus,1,how/did,how/did/nicklaus
part,8,what,what/part
did,5,what/part,what/part/did
russian,2,which,which/russian
premier,1,which/russian,which/russian/premier
durant,1,what/was,what/was/durant
martina,1,what/did,what/did/martina
hotman,1,who/did,who/did/hotman
tove,1,what/did,what/did/tove
democrats,2,how/many,how/many/democrats
horsepower,1,how/much,how/much/horsepower
asbel,1,what/were,what/were/asbel
zayin,1,what/did,what/did/zayin
won,3,what/song,what/song/won
socrates,1,when/did,when/did/socrates
british,1,which/two,which/two/british
ta,1,who/released,who/released/ta
archie,1,how/did,how/did/archie
woody,1,what,what/woody
allen,1,what/woody,what/woody/allen
gangkiz,1,what/did,what/did/gangkiz
by,1,who,who/by
a,1,who/by,who/by/a
interchange,1,what,what/interchange
does,1,what/interchange,what/interchange/does
brandon,1,what/was,what/was/brandon
oritse,1,when/did,when/did/oritse
earned,1,what/songs,what/songs/earned
