Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.7192,Science and Technology,0.5644,Business and Economic,0.5573,44.6,44.6
Culture,0.6854,Science and Technology,0.6074,Business and Economic,0.5792,32.2,32.2
Healthcare and Medicine,0.0512,Culture,0.0383,Society,0.0242,,how many percent of women?
Society,0.0309,Healthcare and Medicine,0.0288,Culture,0.028,,how many percent of men?
Healthcare and Medicine,0.1911,Culture,0.1207,Warfare and Conflict,0.0865,,how many percent of women experienced?
Warfare and Conflict,0.1564,Culture,0.1237,Healthcare and Medicine,0.1116,,how many percent of men experienced?
Sports,0.812,Political,0.5177,Business and Economic,0.4934,,which league did kacaniklic join with hammarby in?
Culture,0.6844,Science and Technology,0.5712,Business and Economic,0.5618,11.0,11.0
Culture,0.6097,Business and Economic,0.4582,Science and Technology,0.4417,110000.0,110000.0
Culture,0.7171,Business and Economic,0.6223,Science and Technology,0.6163,4.0,4.0
Culture,0.7495,Business and Economic,0.6867,Science and Technology,0.68,15.2,15.2
Culture,0.6451,Science and Technology,0.5015,Business and Economic,0.4814,197000.0,197000.0
Culture,0.654,Science and Technology,0.4929,Business and Economic,0.4787,3.102041,3.102041
Culture,0.7138,Business and Economic,0.5957,Science and Technology,0.5876,77.2,77.2
Culture,0.7529,Science and Technology,0.6319,Business and Economic,0.6191,79.3,79.3
Culture,0.7266,Business and Economic,0.6313,Science and Technology,0.6251,5.3,5.3
Culture,0.7465,Business and Economic,0.6144,Science and Technology,0.6061,6.4,6.4
Culture,0.7171,Science and Technology,0.6452,Business and Economic,0.6373,9.2,9.2
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.7248,Science and Technology,0.5541,Business and Economic,0.5406,48.4,48.4
Culture,0.686,Science and Technology,0.498,Society,0.4884,54.8,54.8
Society,0.1404,Culture,0.0747,Media and Entertainment,0.0255,,how many percent of women who were sexually assaulted?
Society,0.1589,Culture,0.0992,Media and Entertainment,0.0184,,how many percent of men who were sexually assaulted?
Culture,0.7131,Science and Technology,0.5897,Business and Economic,0.5831,11.6,11.6
Society,0.0891,Culture,0.0325,Art,0.0143,,common-law partner or boyfriend or girlfriend?
Society,0.0891,Culture,0.0325,Art,0.0143,,common-law partner or boyfriend or girlfriend?
Culture,0.6751,Business and Economic,0.4937,Science and Technology,0.4884,89.9,89.9
Culture,0.6367,Healthcare and Medicine,0.539,Business and Economic,0.4606,,how many percent stated that women were responsible in all instances?
Culture,0.6685,Science and Technology,0.4867,Society,0.4829,73.9,73.9
Culture,0.7048,Science and Technology,0.5993,Business and Economic,0.5879,65.3,65.3
Culture,0.7543,Business and Economic,0.5989,Society,0.5982,78.5,78.5
Food and Beverage,0.0333,Sports,0.0301,Culture,0.0144,,cafeteria or gym)?
Culture,0.6571,Science and Technology,0.4757,Society,0.4323,54.9,54.9
Culture,0.7565,Science and Technology,0.6053,Business and Economic,0.5929,49.4,49.4
Political,0.7165,Warfare and Conflict,0.3884,Business and Economic,0.2922,torneo federal b,torneo federal b
Sports,0.9945,Business and Economic,0.3177,Media and Entertainment,0.2224,indian,indian super league
Culture,0.6817,Business and Economic,0.5412,Science and Technology,0.5243,38.0,38.0
Culture,0.7426,Science and Technology,0.5909,Business and Economic,0.5906,14.7,14.7
Culture,0.6731,Business and Economic,0.5392,Science and Technology,0.5314,60.0,60.0
Culture,0.7145,Science and Technology,0.5986,Business and Economic,0.5955,28.1,28.1
Culture,0.732,Science and Technology,0.5812,Business and Economic,0.5663,17.6,17.6
Culture,0.731,Science and Technology,0.6542,Business and Economic,0.6335,9.3,9.3
Culture,0.739,Science and Technology,0.6473,Business and Economic,0.6265,40.2,40.2
Culture,0.7596,Science and Technology,0.6562,Business and Economic,0.6443,19.2,19.2
Culture,0.6945,Science and Technology,0.5695,Business and Economic,0.5601,20.5,20.5
Culture,0.6911,Science and Technology,0.4846,Business and Economic,0.4541,8.9,8.9
Culture,0.6827,Business and Economic,0.5307,Science and Technology,0.5232,61.7,61.7
Culture,0.7161,Business and Economic,0.586,Science and Technology,0.5724,38.1,38.1
Culture,0.7443,Science and Technology,0.6432,Business and Economic,0.6121,51.1,51.1
Business and Economic,0.7295,Society,0.1166,Culture,0.009,"2018, canada",what is the revenue for the private short-term accommodation market in canada in 2018?
Culture,0.6515,Business and Economic,0.4849,Society,0.4771,279.0,279.0
Culture,0.6978,Science and Technology,0.5559,Society,0.5418,56.0,56.0
Culture,0.7092,Science and Technology,0.5917,Business and Economic,0.5687,22.0,22.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Culture,0.7092,Science and Technology,0.5917,Business and Economic,0.5687,22.0,22.0
Culture,0.7522,Science and Technology,0.6252,Business and Economic,0.5953,14.0,14.0
Society,0.5809,Healthcare and Medicine,0.5432,Culture,0.332,,how many percent stated that their health had been affected by their responsibilities?
Culture,0.7522,Science and Technology,0.6252,Business and Economic,0.5953,14.0,14.0
Healthcare and Medicine,0.84,Society,0.6078,Culture,0.0761,000,000 or more on care-related costs?
Culture,0.7118,Society,0.6102,Science and Technology,0.6044,2014.0,2014.0
Culture,0.6793,Business and Economic,0.5123,Science and Technology,0.505,82.9,82.9
Culture,0.7293,Society,0.5784,Business and Economic,0.5715,76.7,76.7
Culture,0.6397,Science and Technology,0.5806,Education,0.5541,one-year,what is their average one-year retention rate?
Business and Economic,0.3776,Healthcare and Medicine,0.2221,Science and Technology,0.1818,,how many enterprises of the nalmf included on average?
Culture,0.6837,Business and Economic,0.5415,Science and Technology,0.5234,1155600.0,1155600.0
Culture,0.694,Business and Economic,0.5551,Society,0.5189,16083500.0,16083500.0
Culture,0.7349,Science and Technology,0.5598,Business and Economic,0.525,13.9,13.9
Culture,0.6395,Business and Economic,0.5174,Science and Technology,0.4691,5134700.0,5134700.0
Business and Economic,0.2734,Healthcare and Medicine,0.1684,Science and Technology,0.1635,2015,which division was during the 2015?
Culture,0.7171,Business and Economic,0.6223,Science and Technology,0.6163,4.0,4.0
Culture,0.6836,Business and Economic,0.5348,Warfare and Conflict,0.5115,319362.0,319362.0
Culture,0.6838,Business and Economic,0.5168,Healthcare and Medicine,0.4616,484866.0,484866.0
Science and Technology,0.6842,Education,0.5905,Culture,0.5866,,how many percent did dod provide of this funding?
Culture,0.4346,Healthcare and Medicine,0.4214,Science and Technology,0.3677,2017,in 2017?
Business and Economic,0.8793,Environmental,0.0308,Food and Beverage,0.0084,,agropecuario
Culture,0.6598,Business and Economic,0.4885,Society,0.4661,2:29.53,2:29.53
Business and Economic,0.8079,Culture,0.485,Healthcare and Medicine,0.2782,annual,how many men-owned enterprises employed workers on an annual basis?
Business and Economic,0.8459,Culture,0.3649,Society,0.3467,annual,how many workers on an annual basis did men-owned enterprises employ?
Culture,0.6105,Business and Economic,0.4677,Science and Technology,0.4337,275300.0,275300.0
Culture,0.5958,Business and Economic,0.4733,Warfare and Conflict,0.4025,828700.0,828700.0
Culture,0.6492,Political,0.6275,Society,0.4234,"michelle tyler, united kingdom",united kingdom michelle tyler
Culture,0.615,Business and Economic,0.4653,Science and Technology,0.4306,6109.0,6109.0
Culture,0.5844,Business and Economic,0.4768,Society,0.426,1039.0,1039.0
Culture,0.6858,Business and Economic,0.5591,Science and Technology,0.5314,80.0,80.0
Culture,0.6858,Business and Economic,0.5591,Science and Technology,0.5314,80.0,80.0
Culture,0.6882,Science and Technology,0.5428,Business and Economic,0.5258,72.0,72.0
Culture,0.6787,Business and Economic,0.5117,Society,0.5104,77.0,77.0
Culture,0.6884,Political,0.4235,Society,0.4219,"post 2005, pre 2005",pre 2005 or post 2005?
Culture,0.6817,Business and Economic,0.5412,Science and Technology,0.5243,38.0,38.0
Culture,0.679,Business and Economic,0.5518,Society,0.5386,85.0,85.0
Culture,0.6884,Political,0.4235,Society,0.4219,"post 2005, pre 2005",pre 2005 or post 2005?
Culture,0.6857,Science and Technology,0.56,Business and Economic,0.5401,31.0,31.0
Culture,0.7329,Science and Technology,0.5873,Society,0.563,19.0,19.0
Culture,0.6095,Society,0.4498,Business and Economic,0.4324,,50
Culture,0.7026,Business and Economic,0.556,Science and Technology,0.5545,40.0,40.0
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.6479,Business and Economic,0.4735,Science and Technology,0.4612,,45
Culture,0.6543,Science and Technology,0.5073,Business and Economic,0.4977,33.0,33.0
Culture,0.6733,Business and Economic,0.5328,Science and Technology,0.5209,37.0,37.0
Culture,0.6947,Science and Technology,0.5845,Business and Economic,0.5792,9.0,9.0
Society,0.225,Art,0.1586,Culture,0.1355,2005,probation and other non-custodial sentences before 2005?
Culture,0.6695,Science and Technology,0.5425,Society,0.5226,52.0,52.0
Culture,0.7231,Science and Technology,0.5932,Business and Economic,0.5515,18.0,18.0
Society,0.225,Art,0.1586,Culture,0.1355,2005,probation and other non-custodial sentences before 2005?
Culture,0.5796,Society,0.4828,Art,0.4003,0.0,0.0
Culture,0.6622,Business and Economic,0.5334,Science and Technology,0.5229,92.0,92.0
Culture,0.6304,Society,0.4691,Business and Economic,0.4626,96.0,96.0
Culture,0.6304,Society,0.4691,Business and Economic,0.4626,96.0,96.0
Culture,0.6304,Society,0.4691,Business and Economic,0.4626,96.0,96.0
Culture,0.6625,Business and Economic,0.498,Science and Technology,0.4906,47.0,47.0
Culture,0.6787,Society,0.5334,Business and Economic,0.5246,65.0,65.0
Culture,0.2637,Business and Economic,0.2237,Society,0.2002,"years, ten",which years had a higher proportion of cases that involved ten or more court appearances?
Culture,0.698,Science and Technology,0.5665,Business and Economic,0.555,43.0,43.0
Culture,0.6895,Science and Technology,0.5533,Business and Economic,0.528,51.0,51.0
Business and Economic,0.1696,Culture,0.1175,Political,0.0631,ten,which period had a higher proportion of cases that involved ten or more court appearances?
Culture,0.6162,Business and Economic,0.4681,Science and Technology,0.4636,111.0,111.0
Media and Entertainment,0.2934,Business and Economic,0.2182,Sports,0.2001,brisbane roar,brisbane roar
Political,0.8954,Warfare and Conflict,0.6617,Culture,0.628,new york,new york red bulls
Sports,0.9065,Media and Entertainment,0.4419,Business and Economic,0.2602,indian,which club did tebar appear in indian super league?
Culture,0.7092,Science and Technology,0.5917,Business and Economic,0.5687,22.0,22.0
Culture,0.6613,Science and Technology,0.5363,Business and Economic,0.523,20.0,20.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Culture,0.6925,Science and Technology,0.5785,Business and Economic,0.5488,23.0,23.0
Healthcare and Medicine,0.1895,Society,0.0169,Political,0.0074,,which gender had a higher proportion with arthritis?
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Culture,0.7231,Science and Technology,0.5932,Business and Economic,0.5515,18.0,18.0
Healthcare and Medicine,0.1735,Society,0.0169,Political,0.0072,,which gender had a higher proportion with asthma?
Culture,0.6612,Science and Technology,0.5453,Business and Economic,0.5276,10.0,10.0
Culture,0.7329,Science and Technology,0.5873,Society,0.563,19.0,19.0
Culture,0.0181,Healthcare and Medicine,0.0172,Society,0.0126,,which gender had a higher proportion with mood disorder?
Culture,0.6612,Science and Technology,0.5453,Business and Economic,0.5276,10.0,10.0
Culture,0.7231,Science and Technology,0.5932,Business and Economic,0.5515,18.0,18.0
Culture,0.6612,Science and Technology,0.5453,Business and Economic,0.5276,10.0,10.0
Healthcare and Medicine,0.6729,Society,0.5176,Culture,0.1187,at least one,what was the proportion of male that had at least one chronic condition?
Healthcare and Medicine,0.7009,Society,0.4884,Culture,0.1359,at least one,what was the proportion of female that had at least one chronic condition?
Healthcare and Medicine,0.6359,Culture,0.2724,Business and Economic,0.171,at least one,which gender was more likely to report having at least one chronic condition?
Culture,0.6072,Society,0.4386,Business and Economic,0.4309,0.7,0.7
Culture,0.6424,Society,0.4978,Business and Economic,0.4949,0.62,0.62
Society,0.1068,Business and Economic,0.0492,Culture,0.047,,house in need of major repairs
Culture,0.6288,Society,0.4523,Business and Economic,0.4518,0.27,0.27
Culture,0.677,Society,0.4891,Business and Economic,0.4834,0.21,0.21
Society,0.1068,Business and Economic,0.0492,Culture,0.047,,house in need of major repairs
Culture,0.6845,Society,0.5223,Science and Technology,0.4729,0.18,0.18
Culture,0.6665,Society,0.5062,Business and Economic,0.4715,0.13,0.13
Society,0.1068,Business and Economic,0.0492,Culture,0.047,,house in need of major repairs
Culture,0.6424,Society,0.4978,Business and Economic,0.4949,0.62,0.62
Culture,0.6702,Society,0.5061,Business and Economic,0.4813,0.12,0.12
Culture,0.7019,Society,0.5535,Business and Economic,0.5224,0.14,0.14
Culture,0.6651,Society,0.5172,Business and Economic,0.5139,0.76,0.76
Culture,0.612,Business and Economic,0.4755,Society,0.4571,0.61,0.61
Healthcare and Medicine,0.7814,Society,0.3689,Political,0.0013,,has unmet health care needs
Culture,0.6551,Society,0.4874,Business and Economic,0.4717,0.36,0.36
Culture,0.6087,Society,0.467,Business and Economic,0.4555,0.2,0.2
Healthcare and Medicine,0.7814,Society,0.3689,Political,0.0013,,has unmet health care needs
Culture,0.6844,Society,0.5178,Science and Technology,0.4939,0.23,0.23
Culture,0.6287,Society,0.4632,Business and Economic,0.4511,0.11,0.11
Healthcare and Medicine,0.7814,Society,0.3689,Political,0.0013,,has unmet health care needs
Culture,0.6478,Art,0.5483,Science and Technology,0.4812,19353,19353
Culture,0.6611,Society,0.4957,Science and Technology,0.4832,,25
Culture,0.6474,Business and Economic,0.5122,Science and Technology,0.5063,,-9.0
Culture,0.6748,Science and Technology,0.5365,Business and Economic,0.5228,,-21.0
Culture,0.7113,Science and Technology,0.5712,Business and Economic,0.556,10.6,10.6
Culture,0.6374,Business and Economic,0.438,Science and Technology,0.4325,59.31,59.31
Sports,0.7837,Society,0.0459,Business and Economic,0.0301,,what is averaged passing yards for josh mccown?
Culture,0.6625,Business and Economic,0.498,Science and Technology,0.4906,47.0,47.0
Society,0.184,Culture,0.1115,Political,0.0254,,how many percentage points have probation sentences been imposed for cases involving criminal harassment?
Culture,0.3723,Society,0.2985,Warfare and Conflict,0.1287,,how many percentage points have probation sentences been imposed for cases involving uttering threats?
Society,0.2851,Culture,0.1535,Art,0.064,,how many percentage points have probation sentences been imposed for cases involving common assault?
Culture,0.6844,Science and Technology,0.5712,Business and Economic,0.5618,11.0,11.0
Business and Economic,0.204,Society,0.1208,Culture,0.1031,canada,what is the the median length of probation in canada?
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Culture,0.6857,Science and Technology,0.56,Business and Economic,0.5401,31.0,31.0
Culture,0.5936,Business and Economic,0.488,Science and Technology,0.4196,500.0,500.0
