Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Media and Entertainment,0.9301,Culture,0.1425,Political,0.131,"Zoé De Grand Maison, Emily Moreland, Played, 2014, Sasha King",Zoé De Grand Maison played the role of Emily Moreland for 4 episodes in the series Played and in 2014 she made a special appearance as Sasha King in the series Motive.
Sports,0.7752,Culture,0.6608,Society,0.5184,,In the 2015–16 season\
Sports,0.9783,Culture,0.454,Society,0.1352,"Lonestar Kashmir Club, Lancine Touré",Lancine Touré joined Lonestar Kashmir Club and played in the 2016–17 I-League 2nd Division.
Culture,0.6819,Society,0.5662,Healthcare and Medicine,0.5567,2017–18\,In 2017–18\
Media and Entertainment,0.9483,Political,0.0395,Culture,0.0113,"Jameson Clark, two",Jameson Clark (singer) charted two singles: Don't Play Any Love Songs and You da Man\
Media and Entertainment,0.9808,Culture,0.103,Society,0.0746,"Mehcad Brooks, Matthew Applewhite, 2005, 2011 to 2013, Terrance King, the Desperate Housewives",Mehcad Brooks appeared as Matthew Applewhite in the Desperate Housewives from 2005 to2006 and Terrance King in the Necessary Roughness from 2011 to 2013.
Art,0.9651,Media and Entertainment,0.9528,Culture,0.5659,Joe Mettle,Joe Mettle won the awards the Artiste of the Year\
Media and Entertainment,0.9787,Culture,0.0384,Society,0.0335,"Chris Miles, Thrones, 2017, 2011–2013, Gendry, 2007–2008, Joseph Maxwell Dempsie, Skins",Joseph Maxwell Dempsie appeared as Chris Miles in Skins in 2007–2008 and Gendry in Game of Thrones in 2011–2013; 2017–present.
Media and Entertainment,0.6314,Culture,0.3008,Art,0.288,"2015, Khan, Shadows and The Knowing",Anik Khan's 2015 I Don't Know Yet included the singles Shadows and The Knowing.
Media and Entertainment,0.9062,Art,0.6935,Political,0.4967,1994,Sanvean from Toward the Within was released in 1994.
Society,0.0222,Environmental,0.0115,Art,0.0071,"241, A321",241 airliners (comprising 81 A321 and 2\
Media and Entertainment,0.9148,Culture,0.5622,Society,0.3618,30th,earned her a Best Actress Award at the 30th Golden Rooster Awards.
Culture,0.7372,Society,0.6573,Science and Technology,0.6438,1997\,In 1997\
Political,0.5682,Culture,0.0867,Art,0.0651,"1962, Algeria, just 0.28%, 99.72%",The results o the 1962 independence referendum in Algeria were 99.72% in favour and just 0.28% against.
Sports,0.7381,Culture,0.6953,Society,0.6146,,At the end of the 2016–17 season\
Sports,0.9332,Culture,0.86,Science and Technology,0.5664,"Lin Chia-ying's, 17.48",Lin Chia-ying's personal best throw is 17.48 metres\
Media and Entertainment,0.983,Art,0.7126,Political,0.338,2017,directed and starred in the short film Pisces in 2017.
Media and Entertainment,0.9715,Warfare and Conflict,0.849,Culture,0.1082,"Matt William Knowles, 2013",Matt William Knowles acted as a Viking Warrior in the 2013 film\
Sports,0.946,Culture,0.6426,Science and Technology,0.2354,"45.84, 400, 1982, Pavel Konovalov's",Pavel Konovalov's personal best in the 400 m event is 45.84 (Athens 1982).
Media and Entertainment,0.9759,Culture,0.7052,Art,0.3361,"second, Sonarika Bhadoria's, 2016, Eedo Rakam, Telugu",Sonarika Bhadoria's second release in 2016 was the Telugu film Eedo Rakam Aado Rakam.
Science and Technology,0.2615,Business and Economic,0.2561,Media and Entertainment,0.252,,Tonya\
Sports,0.98,Culture,0.4465,Society,0.2218,"29th, 2017, 22nd, World Championships, Bethan Davies, London",Bethan Davies finished 22nd at the 2017 European Race Walking Cup and ranked 29th at the 2017 World Championships held in London.
Media and Entertainment,0.9906,Sports,0.8902,Culture,0.3353,"KBS2, 2006, Jungle Fish, 2008, Chansung, MBC",Chansung played roles in MBC's 2006 Unstoppable High Kick and in KBS2's 2008 Jungle Fish.
Media and Entertainment,0.8537,Science and Technology,0.0512,Healthcare and Medicine,0.0354,"197, CSI",a total of 197 original episodes of CSI: NY were aired.
Sports,0.8089,Culture,0.3173,Society,0.1915,"Blackburn, Neil Wilkinson, 112",Neil Wilkinson made 112 league appearances in his career for Blackburn Rovers\
Media and Entertainment,0.7107,Healthcare and Medicine,0.6998,Science and Technology,0.4183,Josef Bühler,Daniels played as Dr. Josef Bühler in the film\
Sports,0.4333,Warfare and Conflict,0.1149,Culture,0.0937,"Darren Hughes, 388, six",Darren Hughes made 388 league and cup appearances for six clubs.
Culture,0.4052,Media and Entertainment,0.4044,Sports,0.3656,,In his 8 seasons\
Culture,0.4561,Business and Economic,0.3903,Society,0.3805,50\,000 and US$50\
Media and Entertainment,0.9378,Political,0.1921,Warfare and Conflict,0.1259,"Jackson, in\, Peter Allen",Jackson starred as Peter Allen in\
Education,0.5384,Sports,0.3402,Business and Economic,0.167,"The Toledo City League, six",The Toledo City League comprises the six schools in Toledo\
Culture,0.6167,Society,0.3113,Political,0.2634,552,552 people crowd.
Business and Economic,0.4646,Culture,0.4342,Political,0.4109,,Failer\
Culture,0.7512,Science and Technology,0.6189,Business and Economic,0.6024,374,374 votes.
Culture,0.5818,Business and Economic,0.418,Society,0.3981,527 to 1\,527 to 1\
Sports,0.9546,Culture,0.4045,Society,0.35,112,and participated in 112 matches.
Media and Entertainment,0.9874,Warfare and Conflict,0.0435,Political,0.03,"Boyz, No Air",The Boyz released their extended play The Only and its single No Air.
Culture,0.5384,Sports,0.2633,Science and Technology,0.2518,"55.58, Wilma van Rijn, 55.53, Sumika Minamoto, Japan",The Japan's Sumika Minamoto finished in 55.53 and Wilma van Rijn in 55.58.
Culture,0.7292,Society,0.6481,Science and Technology,0.6413,1992\,In 1992\
Political,0.9931,Culture,0.712,Education,0.5476,"the Liberal party\, Thomas Wintringham",Thomas Wintringham was a candidate of the Liberal party\
Media and Entertainment,0.9498,Culture,0.8491,Society,0.664,"11.06 million, two",The season two/volume 2 finale generated 11.06 million viewers\
Media and Entertainment,0.9397,Culture,0.694,Society,0.3425,"Weeks, Bulletproof, Sooner Surrender, Matt Nathanson's, Some Mad Hope, McNeil",McNeil appeared on Matt Nathanson's album Some Mad Hope singing background vocals on the songs Sooner Surrender and Bulletproof Weeks.
Media and Entertainment,0.9714,Society,0.588,Culture,0.3252,"Nivedhitha, Kannada",Nivedhitha starred in Kannada films\
Media and Entertainment,0.7841,Culture,0.3907,Art,0.0104,"Jimi Hendrix's, the most weeks, Electric Ladyland",Jimi Hendrix's Electric Ladyland spent the most weeks at number-one\
Sports,0.9858,Warfare and Conflict,0.1163,Culture,0.072,"Takashi Hirajima, AC Nagano Parceiro, Japan Football League",Takashi Hirajima moved to Japan Football League club AC Nagano Parceiro.
Culture,0.7509,Art,0.5412,Society,0.5237,"389, 17 seasons",compiling a 389-169 (.697) in 17 seasons.
Sports,0.7325,Culture,0.2556,Political,0.2029,"2009, Blagoevgrad",at the club of Blagoevgrad until 2009.
Culture,0.653,Society,0.5881,Science and Technology,0.5711,2000\,In 2000\
Media and Entertainment,0.7623,Culture,0.5605,Science and Technology,0.2822,1997,At the 1997 BRIT Awards\
Media and Entertainment,0.9773,Culture,0.2875,Warfare and Conflict,0.1398,"three, the Teen Choice Awards\, Amanda Seyfried",Amanda Seyfried received three nominations in the Teen Choice Awards\
Sports,0.6817,Culture,0.5263,Environmental,0.4086,"Defar, bests\",Defar made her personal bests\
Political,0.8591,Culture,0.8374,Society,0.6788,114,which won 57 of the 114 seats.
Culture,0.8385,Art,0.723,Science and Technology,0.6911,Yamamoto,beginning from Yamamoto.
Media and Entertainment,0.9077,Sports,0.7526,Culture,0.0828,"Sayonara Crawl, Rena Kato",Rena Kato played A-side in Sayonara Crawl.
Media and Entertainment,0.9773,Culture,0.5293,Society,0.1995,"Ten, Caravan of Courage:, Great Britain, Ireland, 17 June 2010",The television special entitled Caravan of Courage:Great Britain and Ireland was premiered on 17 June 2010 Network Ten.
Sports,0.9197,Culture,0.4449,Society,0.2903,"David Brown, 1924–25",David Brown scored 27 goals in 1923–24 and 39 league goals in 1924–25 for Darlington in Third Division North.
Culture,0.7201,Sports,0.706,Art,0.6116,"1890, one season",coaching for one season in 1890 and compiling a record of 1–2.
Media and Entertainment,0.3684,Political,0.2583,Healthcare and Medicine,0.1754,"Gene Cotton's, 1978",and Gene Cotton's Before My Heart Finds Out (1978).
Sports,0.9822,Culture,0.2094,Society,0.1312,"World Cross Country, 1990, 1989, Andrew Pearson, 62nd and 42nd",Andrew Pearson placed 62nd and 42nd at the 1989 and 1990 World Cross Country Championships\
Sports,0.5422,Business and Economic,0.3097,Political,0.3011,Jets,and who did the Jets receive the pick from?
Culture,0.4321,Art,0.2733,Environmental,0.2115,"Komono\, Yunoyama-Onsen Station",Mie Prefecture) and Yunoyama-Onsen Station (Komono\
Media and Entertainment,0.9908,Culture,0.0307,Political,0.0053,"Full House, Yang",Yang participated in Full House as the lead character\
Sports,0.9831,Culture,0.6413,Society,0.3716,8370,where his score of 8370 was enough for the decathlon bronze medal.
Sports,0.9832,Culture,0.3806,Political,0.1463,"China, the 2012 Olympics",China and at the 2012 Olympics in London\
Media and Entertainment,0.299,Political,0.2753,Culture,0.1578,"The Hyphy of The Federation, 2004",The Hyphy of The Federation was released in 2004.
Sports,0.8956,Media and Entertainment,0.574,Warfare and Conflict,0.1915,"Daigle, 137",Daigle played 137 games\
Media and Entertainment,0.9673,Culture,0.346,Warfare and Conflict,0.2401,"District 9, the Favorite Hero, 2009, Best Performance",Copley won the Favorite Hero award at the IGN Summer Movie awards and Best Performance of 2009 for his role in District 9.
Sports,0.9596,Science and Technology,0.2931,Warfare and Conflict,0.2038,"Championships\, 2011",At the 2011 World Championships\
Political,0.9955,Education,0.2119,Warfare and Conflict,0.1762,the Labour Party,a member of the Labour Party.
Culture,0.7287,Art,0.6652,Society,0.5068,405.0 kg,that brought his total to 405.0 kg.
Sports,0.4091,Business and Economic,0.0175,Science and Technology,0.0143,,commonly called the DSL D-backs\
Political,0.9661,Culture,0.702,Society,0.5215,"Wendell Willkie, 52.27%, Franklin D. Roosevelt, 47.50%",Franklin D. Roosevelt with 52.27% of votes won against Wendell Willkie with 47.50% of votes.
Media and Entertainment,0.58,Culture,0.5614,Society,0.3084,000,000 viewers\
Culture,0.8639,Media and Entertainment,0.7877,Society,0.7514,"Malayalam, ten",both emerged as one of the top ten highest-grossing Malayalam films.
Political,0.9735,Society,0.7012,Art,0.0962,"111, the Yemeni Socialist Party",the Yemeni Socialist Party won 111 seats.
Food and Beverage,0.3995,Media and Entertainment,0.3896,Culture,0.0761,"Godley & Creme's, Under Your Thumb, Wedding Bells",Godley & Creme's Under Your Thumb at No. 3 and Wedding Bells at No. 7 in UK\
Sports,0.9251,Culture,0.7626,Society,0.4926,"Hampton, 1912, Bill Armstrong, one season, 4–1",Bill Armstrong concluded his coaching career at Hampton in 1912 when he coached for one season and finished with a 4–1 record.
Media and Entertainment,0.9846,Art,0.1055,Culture,0.0955,"Yesterday, Outer Critics Circle Award for Outstanding Actress",and the 2011 Outer Critics Circle Award for Outstanding Actress in a Play for Born Yesterday.
Culture,0.549,Business and Economic,0.5469,Healthcare and Medicine,0.5329,,for his roles\
Media and Entertainment,0.9718,Warfare and Conflict,0.2177,Culture,0.2078,"Aukerman, the Primetime Emmy Award for Outstanding Short-Format Live-Action Entertainment Program",Aukerman won the Primetime Emmy Award for Outstanding Short-Format Live-Action Entertainment Program.
Sports,0.9918,Warfare and Conflict,0.1004,Society,0.0757,"Fujitsu, Tomohiro Hasumi, Japan Football League",Tomohiro Hasumi participated in Japan Football League for club Fujitsu.
Sports,0.9726,Culture,0.5566,Media and Entertainment,0.4168,"the Gwinnett Gladiators, ECHL, the 2013–14 season, Maxime Legault",Maxime Legault joined the Gwinnett Gladiators in the ECHL for the 2013–14 season.
Political,0.8746,Society,0.1152,Science and Technology,0.0404,2013,In the 2013 Punjab provincial election\
Culture,0.8568,Society,0.711,Education,0.6975,134–95–15,compiling a record of 134–95–15.
Media and Entertainment,0.8429,Culture,0.6629,Society,0.3959,"the National Board of Review Award for Best Supporting Actress, Winona Ryder, the Southeastern Film Critics Association Award for Best Supporting Actress",Winona Ryder won the National Board of Review Award for Best Supporting Actress and the Southeastern Film Critics Association Award for Best Supporting Actress.
Sports,0.9079,Culture,0.7244,Science and Technology,0.445,"2000, 4.35 metres, Marie Rasmussen",Marie Rasmussen set a record of 4.35 metres in 2000.
Sports,0.983,Culture,0.1992,Society,0.0985,"2010, the 2012 French Open, the 2016 Wimbledon",at the 2010 and the 2012 French Open and at the 2016 Wimbledon.
Sports,0.9942,Culture,0.2657,Society,0.1825,"the American Hockey League, the Reading Royals, 2011, the Providence Bruins, ECHL",Hutchinson played for the Providence Bruins of the American Hockey League (AHL) and later played for the Reading Royals of the ECHL in 2011.
Media and Entertainment,0.6191,Culture,0.5054,Art,0.4405,"The Peter Hall Company, two, the Theatre Royal",Badland worked with The Peter Hall Company on two productions at the Theatre Royal.
Warfare and Conflict,0.1492,Culture,0.0873,Sports,0.086,"Chelsea, Cole",Cole appeared in Premier League for Chelsea.
Political,0.9232,Culture,0.8528,Society,0.7143,"125, François Legault",led by François Legault who won 74 of 125 seats.
Media and Entertainment,0.9158,Science and Technology,0.5092,Culture,0.5034,"MeTV, 19.1\",WZMQ placed the MeTV at 19.1\
Media and Entertainment,0.9509,Sports,0.0253,Warfare and Conflict,0.0168,"Alexa, Again\",playing the role of Alexa and in: Bring It On Again\
Media and Entertainment,0.8682,Culture,0.0346,Society,0.0071,"Julie & Ludwig, Malta, Mood Swing\",Julie & Ludwig from Malta performed the song Mood Swing\
Media and Entertainment,0.8895,Political,0.3275,Business and Economic,0.0056,"September 30\, Run",The song Run was released on September 30\
Sports,0.918,Culture,0.06,Warfare and Conflict,0.0372,Forest,and scored 21 goals for Forest.
Culture,0.6749,Science and Technology,0.6326,Society,0.6037,2017\,In 2017\
Media and Entertainment,0.9783,Culture,0.0138,Political,0.0119,"Sleeping Dogs, Will Yun Lee, Wei Shen",Will Yun Lee acted in the role of Wei Shen in the game Sleeping Dogs.
Sports,0.9499,Culture,0.3543,Warfare and Conflict,0.0957,"Doug Weaver, Southern Illinois\",Doug Weaver was the head football coach at Southern Illinois\
Sports,0.982,Culture,0.4757,Society,0.1589,"5000, 2003, Tariku Bekele, 3000, a year later, World Youth Championships, 2004, World Junior Championships",Tariku Bekele won the 3000 m silver medal at the 2003 World Youth Championships and bronze medal in 5000 m at the 2004 World Junior Championships a year later.
Sports,0.966,Culture,0.5696,Society,0.2307,"AHL, the Grand Rapids Griffins, McCollum, ECHL, the Toledo Walleye",McCollum split the 2009–10 season between the Toledo Walleye of the ECHL and the Grand Rapids Griffins of the AHL.
Sports,0.972,Culture,0.427,Society,0.082,"Lavillenie, European, second, 5.97",Lavillenie cleared 5.97 m to win the European Championships gold medal for the second time in a row.
Science and Technology,0.7502,Culture,0.2667,Warfare and Conflict,0.148,"Rijeka, Marino Dusić, 12512, Korado Korlević",Marino Dusić along with Korado Korlević discovered 11706 Rijeka and 12512 Split\
Sports,0.948,Culture,0.8106,Education,0.4674,"Chesley Johnston, 1892, Maine",Chesley Johnston was a head coach for Maine in 1892 and compiled a 0–2 record.
Sports,0.9511,Art,0.3925,Warfare and Conflict,0.3378,"Demetrius Andrade, WBO, John Thompson",Smith fought with John Thompson for the WBO middleweight left by Demetrius Andrade.
Culture,0.6058,Media and Entertainment,0.3975,Sports,0.3846,four,where he spent four seasons\
Culture,0.1591,Sports,0.1314,Warfare and Conflict,0.0986,"Watford, DeMerit",DeMerit appeared in the Championship from Watford club.
Media and Entertainment,0.9331,Culture,0.5066,Science and Technology,0.3404,Mnet,N appeared in a variety of shows including Mnet's 4 Things Show\
Media and Entertainment,0.9144,Religion and Philosophy,0.0169,Art,0.0134,"The Origin of Love, 17 September, France, 2012\",The Origin of Love was released in France on 17 September 2012\
Sports,0.966,Culture,0.5244,Science and Technology,0.5164,"8.51, Gaisah",Gaisah won the gold medal with 8.51 m.
Media and Entertainment,0.9004,Culture,0.8519,Science and Technology,0.6052,"November 6\, Japanese, 2012",2012 while the Japanese version was released on November 6\
