similarity_score,question
0.4591,"what was the rate of hunting, fishing or trapping to share with others in the community among unemployed first nations people out of the labour force?"
0.505,"was hunting, fishing or trapping to share with others in the community more likely among males or females?"
0.471,"which group was less likely to hunt, fish or trap for cultural reasons, youth and young adults or core working-age adults?"
0.4759,"which group was less likely to hunt, fish or trap for cultural reasons, youth and young adults or older adults?"
0.4101,"which gourp was more likely to participate in hunting, fishing or trapping for cultural reasons, those who were employed or unemployed?"
0.3635,"which gourp was more likely to participate in hunting, fishing or trapping for cultural reasons, those who were out-of-the-labour-force or unemployed?"
0.4948,"how many times were males as likely as females to engage in hunting, fishing or trapping activities for money or to supplement income?"
0.3647,"how many times were unemployed individuals as likely as employed individuals to hunt, fish or trap for money or to supplement income?"
0.517,"which group was more likely to report hunting, fishing or trapping for money or to supplement income, those living in rural areas or urban areas?"
0.4683,"which age group was significantly more likely to hunt, fish or trap at a higher frequency, youth and young adults or older adults?"
0.4861,"which age group was significantly more likely to hunt, fish or trap at a higher frequency, core working-age adults or older adults?"
0.5379,"which age group was significantly more likely to hunt, fish or trap at a higher frequency, unemployed or employed individuals?"
0.5304,"which age group was significantly more likely to hunt, fish or trap at a higher frequency, out-of-the-labour-force or employed individuals?"
0.5081,"which age group was more likely to cite time barriers for reasons of not having hunted,fished or trapped, youth and young adults or older adults?"
0.5114,"which age group was more likely to cite time barriers for reasons of not having hunted,fished or trapped, working-age adults or older adults?"
0.4774,"were monetary barriers for not having hunted, fished or trapped less prevalent among older adults or core working-age adults?"
0.4665,"which groups were most likely to indicate they had no one to hunt, fish or trap with than other age groups?"
0.5018,"which age group was more likely to identify location as barrier for not having hunted, fished or trapped, working-age adults or older adults?"
0.6247,how many percent of indivicuals reported location as a barrier to not having gathered wild plants or berries.?
0.5302,"which age group was more likely to cite time as a barrier to not having gathered wild plants or berries, core working-age adults or older adults?"
0.5088,"which age group was more likey to identify ot having someone to teach the skills needed as a barrier to not having gathered wild plants or berries, youth and young adults or older adults?"
